,CASENO,OFFENSE,CVLEGEND,BLKADDR,City,State,Day,Lat,Lon,timestamp,RATING
2628,18002198,THEFT FELONY (OVER $950),LARCENY,2200 SHATTUCK AVE,Berkeley,CA,Friday,37.869363,-122.268028,2018-01-12 08:13:00,3
2634,18004895,THEFT FELONY (OVER $950),LARCENY,2000 KITTREDGE ST,Berkeley,CA,Wednesday,37.868204,-122.270054,2018-01-24 12:48:00,3
2639,17064955,MISSING ADULT,MISSING PERSON,2800 ADELINE ST,Berkeley,CA,Wednesday,37.858079,-122.268016,2017-10-25 15:00:00,4
2644,17047891,THEFT FROM AUTO,LARCENY - FROM VEHICLE,PARKER STREET & REGENT ST,Berkeley,CA,Monday,37.863369,-122.257622,2017-08-14 21:00:00,4
2646,17051029,ASSAULT/BATTERY MISD.,ASSAULT,1900 SHATTUCK AVE,Berkeley,CA,Monday,37.873687,-122.268616,2017-08-28 11:32:00,4
2652,17069414,ASSAULT/BATTERY MISD.,ASSAULT,1900 ALLSTON WAY,Berkeley,CA,Tuesday,37.868785,-122.272701,2017-11-14 10:34:00,4
2656,18005420,ASSAULT/BATTERY MISD.,ASSAULT,1500 STUART ST,Berkeley,CA,Saturday,37.856968,-122.279544,2018-01-27 06:24:00,4
2667,17091821,THEFT FELONY (OVER $950),LARCENY,2160 SHATTUCK AVE,Berkeley,CA,Sunday,37.870112,-122.26797,2017-09-10 12:35:00,3
2668,18001197,DISTURBANCE,DISORDERLY CONDUCT,1700 SOLANO AVE,Berkeley,CA,Saturday,37.891214,-122.282158,2018-01-06 12:20:00,3
2670,17069017,ASSAULT/BATTERY MISD.,ASSAULT,800 UNIVERSITY AVE,Berkeley,CA,Sunday,37.867723,-122.298406,2017-11-12 17:20:00,4
2672,17048916,ASSAULT/BATTERY FEL.,ASSAULT,2000 ALLSTON WAY,Berkeley,CA,Saturday,37.869096,-122.270137,2017-08-19 17:30:00,5
2679,17065527,DISTURBANCE,DISORDERLY CONDUCT,1800 UNIVERSITY AVE,Berkeley,CA,Saturday,37.871246,-122.274991,2017-10-28 00:23:00,3
2682,17076802,ASSAULT/BATTERY FEL.,ASSAULT,1200 KAINS AVE,Berkeley,CA,Wednesday,37.882457,-122.295464,2017-12-06 12:00:00,5
2683,18001454,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2900 ACTON ST,Berkeley,CA,Sunday,37.854547,-122.28183,2018-01-07 16:00:00,4
2688,17070432,DISTURBANCE,DISORDERLY CONDUCT,2400 ASHBY AVE,Berkeley,CA,Sunday,37.856111,-122.260248,2017-11-19 03:38:00,3
2689,17064848,SEXUAL ASSAULT MISD.,SEX CRIME,1900 CENTER ST,Berkeley,CA,Tuesday,37.869685,-122.272804,2017-10-24 16:43:00,4
2693,17053009,ROBBERY,ROBBERY,SACRAMENTO STREET & FAIRVIEW ST,Berkeley,CA,Tuesday,37.849672,-122.278231,2017-09-05 06:24:00,3
2696,17054534,DISTURBANCE,DISORDERLY CONDUCT,2100 KITTREDGE ST,Berkeley,CA,Sunday,37.868512,-122.26781,2017-09-10 21:18:00,3
2697,17057221,ASSAULT/BATTERY MISD.,ASSAULT,1400 ADA ST,Berkeley,CA,Thursday,37.878949,-122.285291,2017-09-21 16:30:00,4
2702,17055500,THEFT FROM PERSON,LARCENY,SHATTUCK AVENUE & ALLSTON WAY,Berkeley,CA,Thursday,37.86939,-122.267883,2017-09-14 22:55:00,5
2704,17054418,ASSAULT/BATTERY MISD.,ASSAULT,ASHBY AVENUE & MABEL ST,Berkeley,CA,Sunday,37.85274,-122.283711,2017-09-10 11:10:00,4
2707,17058325,ASSAULT/BATTERY MISD.,ASSAULT,VINE STREET & WALNUT ST,Berkeley,CA,Wednesday,37.880376,-122.268183,2017-09-27 07:57:00,4
2708,17079124,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3000 MABEL ST,Berkeley,CA,Thursday,37.852618,-122.283677,2017-12-28 00:00:00,4
2709,17069439,THEFT FELONY (OVER $950),LARCENY,2900 SAN PABLO AVE,Berkeley,CA,Tuesday,37.853576,-122.287202,2017-11-07 15:30:00,3
2713,17061892,ROBBERY,ROBBERY,COLLEGE AVENUE & PARKER ST,Berkeley,CA,Friday,37.863938,-122.253735,2017-10-13 05:24:00,3
2715,17058563,ASSAULT/BATTERY MISD.,ASSAULT,WEST STREET & DELAWARE ST,Berkeley,CA,Wednesday,37.872468,-122.286902,2017-09-27 16:25:00,4
2718,17077318,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,ALCATRAZ AVENUE & ADELINE ST,Berkeley,CA,Thursday,37.848724,-122.271528,2017-12-21 21:21:00,1
2731,17074698,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1200 CEDAR ST,Berkeley,CA,Wednesday,37.875556,-122.291439,2017-12-06 00:01:00,4
2733,17059637,ASSAULT/BATTERY FEL.,ASSAULT,1700 SACRAMENTO ST,Berkeley,CA,Saturday,37.874844,-122.282552,2017-09-30 18:30:00,5
2734,18001883,ROBBERY,ROBBERY,2300 SHATTUCK AVE,Berkeley,CA,Wednesday,37.867176,-122.267802,2018-01-10 15:06:00,3
2735,17068790,ASSAULT/BATTERY MISD.,ASSAULT,STUART STREET & TELEGRAPH AVE,Berkeley,CA,Saturday,37.859539,-122.259172,2017-11-11 18:16:00,4
2737,18005466,THEFT FELONY (OVER $950),LARCENY,2200 PRINCE ST,Berkeley,CA,Saturday,37.853386,-122.263973,2018-01-27 12:18:00,3
2738,17091996,THEFT FELONY (OVER $950),LARCENY,2400 ASHBY AVE,Berkeley,CA,Wednesday,37.856111,-122.260248,2017-09-27 17:05:00,3
2739,17071412,MISSING ADULT,MISSING PERSON,2100 JEFFERSON AVE,Berkeley,CA,Wednesday,37.869691,-122.27849,2017-11-22 14:00:00,4
2742,17073669,DISTURBANCE,DISORDERLY CONDUCT,1000 VIRGINIA ST,Berkeley,CA,Monday,37.872992,-122.295801,2017-12-04 13:30:00,3
2744,17053465,ASSAULT/BATTERY MISD.,ASSAULT,2200 SHATTUCK AVE,Berkeley,CA,Wednesday,37.869363,-122.268028,2017-09-06 22:30:00,4
2745,17066082,THEFT FELONY (OVER $950),LARCENY,2400 PROSPECT ST,Berkeley,CA,Tuesday,37.867717,-122.249901,2017-09-26 12:00:00,3
2746,18005306,THEFT FROM AUTO,LARCENY - FROM VEHICLE,500 SPRUCE ST,Berkeley,CA,Thursday,37.901596,-122.270187,2018-01-25 00:00:00,4
2748,17072122,ASSAULT/BATTERY MISD.,ASSAULT,UNIVERSITY AVENUE & NINTH ST,Berkeley,CA,Monday,37.868591,-122.294393,2017-11-27 16:05:00,4
2750,17092008,THEFT FELONY (OVER $950),LARCENY,1900 SHATTUCK AVE,Berkeley,CA,Thursday,37.873687,-122.268616,2017-10-05 22:55:00,3
2751,17066541,THEFT FELONY (OVER $950),LARCENY,2000 PARKER ST,Berkeley,CA,Wednesday,37.861843,-122.269644,2017-10-18 12:00:00,3
2752,17066104,ASSAULT/BATTERY MISD.,ASSAULT,2500 DURANT AVE,Berkeley,CA,Monday,37.867852,-122.258699,2017-10-30 17:16:00,4
2755,17049384,ASSAULT/BATTERY MISD.,ASSAULT,1700 SHATTUCK AVE,Berkeley,CA,Monday,37.876307,-122.268923,2017-08-21 14:20:00,4
2757,18002928,ROBBERY,ROBBERY,1800 UNIVERSITY AVE,Berkeley,CA,Monday,37.871246,-122.274991,2018-01-15 18:05:00,3
2758,17072077,ROBBERY,ROBBERY,ELLSWORTH STREET & HASTE ST,Berkeley,CA,Monday,37.865443,-122.263189,2017-11-27 10:00:00,3
2766,18002666,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1100 HEARST AVE,Berkeley,CA,Sunday,37.870417,-122.292485,2018-01-14 04:15:00,4
2773,17070735,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3200 ADELINE ST,Berkeley,CA,Sunday,37.850345,-122.270911,2017-11-19 16:19:00,1
2776,17050950,GUN/WEAPON,WEAPONS OFFENSE,ASHBY AVENUE & SEVENTH ST,Berkeley,CA,Monday,37.851017,-122.291088,2017-08-28 00:34:00,5
2778,17072816,THEFT FELONY (OVER $950),LARCENY,1800 UNIVERSITY AVE,Berkeley,CA,Thursday,37.871246,-122.274991,2017-11-30 15:00:00,3
2787,17073771,DISTURBANCE,DISORDERLY CONDUCT,1700 UNIVERSITY AVE,Berkeley,CA,Monday,37.870948,-122.27733,2017-12-04 20:00:00,3
2790,17049196,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2600 WARRING ST,Berkeley,CA,Sunday,37.863934,-122.250262,2017-08-20 21:03:00,1
2791,17069032,SEXUAL ASSAULT MISD.,SEX CRIME,CEDAR STREET & EUCLID AVE,Berkeley,CA,Sunday,37.879467,-122.261062,2017-11-12 18:25:00,4
2792,17049640,ASSAULT/BATTERY MISD.,ASSAULT,CEDAR STREET & SECOND ST,Berkeley,CA,Tuesday,37.873194,-122.30407,2017-08-22 17:25:00,4
2794,18007227,ROBBERY,ROBBERY,2600 DURANT AVE,Berkeley,CA,Monday,37.868164,-122.256314,2018-02-05 00:45:00,3
2798,17068494,ASSAULT/BATTERY MISD.,ASSAULT,2700 CALIFORNIA ST,Berkeley,CA,Friday,37.858902,-122.277972,2017-11-10 09:29:00,4
2800,17072430,ASSAULT/BATTERY MISD.,ASSAULT,1300 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.869764,-122.28655,2017-11-28 23:20:00,4
2801,17059763,ASSAULT/BATTERY MISD.,ASSAULT,2200 SHATTUCK AVE,Berkeley,CA,Tuesday,37.869363,-122.268028,2017-10-03 07:58:00,4
2809,18005517,ASSAULT/BATTERY FEL.,ASSAULT,1900 STUART ST,Berkeley,CA,Saturday,37.857951,-122.271494,2018-01-27 18:11:00,5
2814,17063207,THEFT FELONY (OVER $950),LARCENY,2200 MCGEE AVE,Berkeley,CA,Wednesday,37.868108,-122.277222,2017-10-11 10:00:00,3
2819,17092000,THEFT FELONY (OVER $950),LARCENY,2006 DWIGHT WAY,Berkeley,CA,Tuesday,37.863705,-122.269423,2017-10-03 12:15:00,3
2820,18003941,GUN/WEAPON,WEAPONS OFFENSE,DWIGHT WAY & SEVENTH ST,Berkeley,CA,Saturday,37.860189,-122.294048,2018-01-20 01:29:00,5
2822,18004732,BRANDISHING,WEAPONS OFFENSE,2100 CEDAR ST,Berkeley,CA,Wednesday,37.878423,-122.269023,2018-01-24 07:10:00,5
2824,17049022,ASSAULT/BATTERY MISD.,ASSAULT,2500 DURANT AVE,Berkeley,CA,Sunday,37.867852,-122.258699,2017-08-20 01:05:00,4
2833,18007411,ROBBERY,ROBBERY,1300 SAN PABLO AVE,Berkeley,CA,Monday,37.880262,-122.295809,2018-02-05 21:25:00,3
2834,17047995,ASSAULT/BATTERY FEL.,ASSAULT,2500 DURANT AVE,Berkeley,CA,Tuesday,37.867852,-122.258699,2017-08-15 20:00:00,5
2835,17057054,ASSAULT/BATTERY MISD.,ASSAULT,1200 DWIGHT WAY,Berkeley,CA,Thursday,37.861341,-122.287679,2017-09-21 15:09:00,4
2840,17057051,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 PARKER ST,Berkeley,CA,Thursday,37.858455,-122.293374,2017-09-21 06:20:00,4
2845,17060800,SEXUAL ASSAULT MISD.,SEX CRIME,DWIGHT WAY & COLLEGE AVE,Berkeley,CA,Saturday,37.865711,-122.25389,2017-10-07 17:30:00,4
2846,17055919,ASSAULT/BATTERY MISD.,ASSAULT,1800 FIFTH ST,Berkeley,CA,Saturday,37.870231,-122.299624,2017-09-16 14:45:00,4
2849,17092421,THEFT FELONY (OVER $950),LARCENY,1300 HEARST AVE,Berkeley,CA,Friday,37.871317,-122.286575,2017-12-01 16:15:00,3
2851,17060970,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1900 SHATTUCK AVE,Berkeley,CA,Sunday,37.873687,-122.268616,2017-10-08 15:50:00,1
2853,17064211,ASSAULT/BATTERY MISD.,ASSAULT,2200 SHATTUCK AVE,Berkeley,CA,Sunday,37.869363,-122.268028,2017-10-22 13:01:00,4
2857,17068410,MISSING JUVENILE,MISSING PERSON,1700 ROSE ST,Berkeley,CA,Thursday,37.880027,-122.279976,2017-11-09 12:30:00,4
2860,17051640,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1500 WALNUT ST,Berkeley,CA,Wednesday,37.880376,-122.268183,2017-08-30 17:46:00,1
2861,17065680,THEFT FELONY (OVER $950),LARCENY,1300 ALLSTON WAY,Berkeley,CA,Thursday,37.86697,-122.286,2017-10-26 20:00:00,3
2862,17070494,ASSAULT/BATTERY FEL.,ASSAULT,1200 ASHBY AVE,Berkeley,CA,Sunday,37.852211,-122.286336,2017-11-19 13:15:00,5
2870,18006498,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,DWIGHT WAY & FIFTH ST,Berkeley,CA,Thursday,37.859767,-122.296263,2018-02-01 21:18:00,1
2872,17072889,MISSING ADULT,MISSING PERSON,2000 DWIGHT WAY,Berkeley,CA,Friday,37.863679,-122.26963,2017-12-01 05:10:00,4
2875,17066214,ASSAULT/BATTERY MISD.,ASSAULT,2300 TELEGRAPH AVE,Berkeley,CA,Tuesday,37.868714,-122.259189,2017-10-31 10:55:00,4
2876,18004848,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Wednesday,37.871167,-122.268285,2018-01-24 16:45:00,4
2881,17053206,ASSAULT/BATTERY MISD.,ASSAULT,2600 PARKER ST,Berkeley,CA,Tuesday,37.863443,-122.256304,2017-09-05 23:54:00,4
2885,17048747,ASSAULT/BATTERY FEL.,ASSAULT,KITTREDGE STREET & SHATTUCK AVE,Berkeley,CA,Saturday,37.868489,-122.26795,2017-08-19 00:54:00,5
2888,17069221,ROBBERY,ROBBERY,2400 WARRING ST,Berkeley,CA,Monday,37.867708,-122.250801,2017-11-13 17:17:00,3
2889,17073278,THEFT FELONY (OVER $950),LARCENY,2300 TELEGRAPH AVE,Berkeley,CA,Saturday,37.868714,-122.259189,2017-12-02 18:30:00,3
2890,17078419,ASSAULT/BATTERY MISD.,ASSAULT,2800 ADELINE ST,Berkeley,CA,Wednesday,37.858079,-122.268016,2017-12-27 21:00:00,4
2894,17071676,ARSON,ARSON,2500 HASTE ST,Berkeley,CA,Saturday,37.866025,-122.258623,2017-11-25 00:54:00,5
2898,17051038,THEFT FELONY (OVER $950),LARCENY,1800 UNIVERSITY AVE,Berkeley,CA,Friday,37.871246,-122.274991,2017-08-25 13:00:00,3
2900,17072813,ROBBERY,ROBBERY,3100 ADELINE ST,Berkeley,CA,Thursday,37.852304,-122.270045,2017-11-30 20:20:00,3
2922,17057844,DISTURBANCE,DISORDERLY CONDUCT,MILVIA STREET & CENTER ST,Berkeley,CA,Sunday,37.869973,-122.270557,2017-09-24 16:46:00,3
2923,17065279,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,CHANNING WAY & FULTON ST,Berkeley,CA,Friday,37.866037,-122.265618,2017-10-27 03:40:00,1
2929,17092474,THEFT FELONY (OVER $950),LARCENY,2400 DURANT AVE,Berkeley,CA,Saturday,37.867513,-122.26127,2017-12-09 01:00:00,3
2931,17075842,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2500 DURANT AVE,Berkeley,CA,Thursday,37.867852,-122.258699,2017-12-14 16:00:00,1
2932,17063195,THEFT FELONY (OVER $950),LARCENY,1900 ALLSTON WAY,Berkeley,CA,Wednesday,37.868785,-122.272701,2017-10-18 09:20:00,3
2935,17072241,DISTURBANCE,DISORDERLY CONDUCT,1700 SHATTUCK AVE,Berkeley,CA,Tuesday,37.876307,-122.268923,2017-11-28 05:30:00,3
2936,17059230,SEXUAL ASSAULT FEL.,SEX CRIME,2300 DWIGHT WAY,Berkeley,CA,Saturday,37.864535,-122.262993,2017-09-30 02:00:00,5
2937,18002734,THEFT FELONY (OVER $950),LARCENY,2200 DERBY ST,Berkeley,CA,Sunday,37.860687,-122.26454,2018-01-14 00:30:00,3
2941,17074741,DISTURBANCE,DISORDERLY CONDUCT,2000 FOURTH ST,Berkeley,CA,Saturday,37.867026,-122.299737,2017-12-09 05:44:00,3
2945,17062526,SEXUAL ASSAULT MISD.,SEX CRIME,2200 OXFORD ST,Berkeley,CA,Sunday,37.869625,-122.265892,2017-10-15 17:30:00,4
2948,17069186,THEFT FELONY (OVER $950),LARCENY,1700 ALCATRAZ AVE,Berkeley,CA,Monday,37.848536,-122.272986,2017-11-13 15:11:00,3
2950,17077153,ASSAULT/BATTERY FEL.,ASSAULT,1200 CARRISON ST,Berkeley,CA,Wednesday,37.851521,-122.28549,2017-12-20 17:45:00,5
2951,17065118,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2900 CALIFORNIA ST,Berkeley,CA,Thursday,37.855,-122.277202,2017-10-26 07:50:00,4
2954,17047736,THEFT FELONY (OVER $950),LARCENY,1500 FIFTH ST,Berkeley,CA,Sunday,37.87493,-122.301147,2017-08-13 12:00:00,3
2955,18005393,ARSON,ARSON,1700 EIGHTH ST,Berkeley,CA,Saturday,37.872231,-122.29677,2018-01-27 00:31:00,5
2957,18001211,MISSING ADULT,MISSING PERSON,2400 ASHBY AVE,Berkeley,CA,Saturday,37.856111,-122.260248,2018-01-06 19:00:00,4
2961,17056166,ASSAULT/BATTERY MISD.,ASSAULT,DWIGHT WAY & SAN PABLO AVE,Berkeley,CA,Sunday,37.861107,-122.289485,2017-09-17 16:55:00,4
2966,17056255,ASSAULT/BATTERY FEL.,ASSAULT,PAGE STREET & SECOND ST,Berkeley,CA,Sunday,37.875531,-122.304855,2017-09-17 15:00:00,5
2972,17070760,ROBBERY,ROBBERY,1800 UNIVERSITY AVE,Berkeley,CA,Monday,37.871246,-122.274991,2017-11-20 17:20:00,3
2974,18001082,ASSAULT/BATTERY FEL.,ASSAULT,900 UNIVERSITY AVE,Berkeley,CA,Saturday,37.868273,-122.295963,2018-01-06 06:00:00,5
2975,17069352,DISTURBANCE,DISORDERLY CONDUCT,1400 PARKER ST,Berkeley,CA,Monday,37.860172,-122.282847,2017-11-13 06:15:00,3
2976,18003580,ASSAULT/BATTERY MISD.,ASSAULT,SHATTUCK AVENUE & KITTREDGE ST,Berkeley,CA,Thursday,37.868489,-122.26795,2018-01-18 13:08:00,4
2979,17074721,ASSAULT/BATTERY MISD.,ASSAULT,SHATTUCK AVENUE & CHANNING WAY,Berkeley,CA,Saturday,37.865772,-122.267643,2017-12-09 00:45:00,4
2981,17063622,DISTURBANCE,DISORDERLY CONDUCT,3000 ADELINE ST,Berkeley,CA,Friday,37.85488,-122.269079,2017-10-20 10:12:00,3
2985,18005052,DISTURBANCE,DISORDERLY CONDUCT,2300 CARLETON ST,Berkeley,CA,Thursday,37.861887,-122.262292,2018-01-25 09:30:00,3
2986,17078907,THEFT FELONY (OVER $950),LARCENY,1200 FIFTH ST,Berkeley,CA,Saturday,37.880786,-122.303067,2017-12-30 15:17:00,3
2987,17064512,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2400 TELEGRAPH AVE,Berkeley,CA,Monday,37.866761,-122.258779,2017-10-23 21:32:00,1
2991,18001479,THEFT FELONY (OVER $950),LARCENY,2100 SHATTUCK AVE,Berkeley,CA,Monday,37.871167,-122.268285,2018-01-08 11:50:00,3
2994,17055951,DISTURBANCE,DISORDERLY CONDUCT,1700 UNIVERSITY AVE,Berkeley,CA,Saturday,37.870948,-122.27733,2017-09-16 18:20:00,3
2996,18003047,SEXUAL ASSAULT MISD.,SEX CRIME,100 SPINNAKER WAY,Berkeley,CA,Friday,37.870287,-122.316238,2018-01-12 22:00:00,4
3001,17074186,DISTURBANCE,DISORDERLY CONDUCT,2000 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.871828,-122.270516,2017-12-06 21:44:00,3
3006,18006628,THEFT FROM AUTO,LARCENY - FROM VEHICLE,700 HARRISON ST,Berkeley,CA,Thursday,37.88055,-122.304962,2018-02-01 15:00:00,4
3011,17050206,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2500 REGENT ST,Berkeley,CA,Thursday,37.865202,-122.257795,2017-08-24 23:20:00,1
3012,17092397,DISTURBANCE,DISORDERLY CONDUCT,800 PERALTA AVE,Berkeley,CA,Saturday,37.892804,-122.285696,2017-12-02 13:00:00,3
3016,17074975,SEXUAL ASSAULT FEL.,SEX CRIME,NINTH STREET & HEINZ AVE,Berkeley,CA,Sunday,37.853929,-122.289679,2017-12-10 09:00:00,5
3017,17056667,MISSING ADULT,MISSING PERSON,1600 DELAWARE ST,Berkeley,CA,Monday,37.873343,-122.280086,2017-09-18 00:01:00,4
3018,17092315,THEFT FELONY (OVER $950),LARCENY,745 ALVARADO RD,Berkeley,CA,Thursday,37.860023,-122.239258,2017-11-16 18:45:00,3
3019,17071110,DISTURBANCE,DISORDERLY CONDUCT,3200 ADELINE ST,Berkeley,CA,Wednesday,37.850345,-122.270911,2017-11-22 05:45:00,3
3021,17076651,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Monday,37.871167,-122.268285,2017-12-18 13:37:00,4
3023,18003376,GUN/WEAPON,WEAPONS OFFENSE,SAN PABLO AVENUE & DELAWARE ST,Berkeley,CA,Wednesday,37.871689,-122.292898,2018-01-17 14:08:00,5
3025,17058941,DISTURBANCE,DISORDERLY CONDUCT,2300 ACTON ST,Berkeley,CA,Friday,37.865349,-122.28377,2017-09-29 16:15:00,3
3026,18090250,THEFT FELONY (OVER $950),LARCENY,1700 HOPKINS ST,Berkeley,CA,Saturday,37.882943,-122.279383,2018-01-27 08:30:00,3
3029,17092469,THEFT FELONY (OVER $950),LARCENY,2900 TELEGRAPH AVE,Berkeley,CA,Monday,37.857452,-122.259548,2017-12-11 08:00:00,3
3031,17059506,ASSAULT/BATTERY FEL.,ASSAULT,COLLEGE AVENUE & HASTE ST,Berkeley,CA,Sunday,37.866568,-122.254084,2017-10-01 23:10:00,5
3032,18001633,THEFT FELONY (OVER $950),LARCENY,2100 ROSE ST,Berkeley,CA,Monday,37.882064,-122.269357,2018-01-08 20:00:00,3
3040,17052021,DISTURBANCE,DISORDERLY CONDUCT,HAROLD WAY & ALLSTON WAY,Berkeley,CA,Friday,37.8692,-122.269308,2017-09-01 07:57:00,3
3043,18002112,THEFT FELONY (OVER $950),LARCENY,1200 FIFTH ST,Berkeley,CA,Thursday,37.880786,-122.303067,2018-01-11 18:00:00,3
3045,17054828,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2700 TELEGRAPH AVE,Berkeley,CA,Tuesday,37.861387,-122.259001,2017-09-12 00:25:00,1
3046,17059219,DISTURBANCE,DISORDERLY CONDUCT,2300 TELEGRAPH AVE,Berkeley,CA,Saturday,37.868714,-122.259189,2017-09-30 16:45:00,3
3048,17068154,ROBBERY,ROBBERY,1200 CARLETON ST,Berkeley,CA,Wednesday,37.858785,-122.28661,2017-11-08 21:00:00,3
3052,17061871,DISTURBANCE,DISORDERLY CONDUCT,1100 OXFORD ST,Berkeley,CA,Thursday,37.88878,-122.267659,2017-10-12 23:45:00,3
3060,17092568,THEFT FELONY (OVER $950),LARCENY,700 CRAGMONT AVE,Berkeley,CA,Tuesday,37.898138,-122.268255,2017-12-26 16:05:00,3
3062,17075737,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2100 KITTREDGE ST,Berkeley,CA,Thursday,37.868512,-122.26781,2017-12-14 02:18:00,1
3065,17053165,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1900 FOURTH ST,Berkeley,CA,Tuesday,37.868281,-122.300102,2017-09-05 19:50:00,4
3067,17057558,ASSAULT/BATTERY MISD.,ASSAULT,MILVIA STREET & HASTE ST,Berkeley,CA,Saturday,37.86456,-122.269954,2017-09-23 11:38:00,4
3069,18090018,THEFT FELONY (OVER $950),LARCENY,1000 FOLGER AVE,Berkeley,CA,Tuesday,37.850444,-122.288866,2018-01-02 07:00:00,3
3070,17065186,DISTURBANCE,DISORDERLY CONDUCT,1900 ALLSTON WAY,Berkeley,CA,Tuesday,37.868785,-122.272701,2017-10-24 16:30:00,3
3076,17054714,SEXUAL ASSAULT MISD.,SEX CRIME,CHANNING WAY & ELLSWORTH ST,Berkeley,CA,Monday,37.866327,-122.263359,2017-09-11 15:05:00,4
3078,17064481,DISTURBANCE,DISORDERLY CONDUCT,1800 UNIVERSITY AVE,Berkeley,CA,Monday,37.871246,-122.274991,2017-10-23 13:24:00,3
3080,17061297,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Thursday,37.871167,-122.268285,2017-10-05 08:30:00,4
3087,17092347,DISTURBANCE,DISORDERLY CONDUCT,2900 DOMINGO AVE,Berkeley,CA,Friday,37.858903,-122.243972,2017-11-24 09:15:00,3
3089,18003396,DISTURBANCE,DISORDERLY CONDUCT,2200 SHATTUCK AVE,Berkeley,CA,Wednesday,37.869363,-122.268028,2018-01-17 15:48:00,3
3090,17057410,GUN/WEAPON,WEAPONS OFFENSE,SIXTH STREET & JONES ST,Berkeley,CA,Friday,37.875264,-122.30002,2017-09-22 21:33:00,5
3093,18003027,DISTURBANCE,DISORDERLY CONDUCT,1500 DERBY ST,Berkeley,CA,Tuesday,37.858867,-122.278992,2018-01-16 08:10:00,3
3098,17075221,SEXUAL ASSAULT FEL.,SEX CRIME,200 UNIVERSITY AVE,Berkeley,CA,Friday,37.865491,-122.310065,2017-12-01 12:00:00,5
3105,18002220,ARSON,ARSON,1700 ALCATRAZ AVE,Berkeley,CA,Thursday,37.848536,-122.272986,2018-01-11 16:00:00,5
3108,17051055,ASSAULT/BATTERY FEL.,ASSAULT,SACRAMENTO STREET & TYLER ST,Berkeley,CA,Monday,37.852402,-122.278728,2017-08-28 12:20:00,5
3110,17076492,DISTURBANCE,DISORDERLY CONDUCT,2500 MCGEE AVE,Berkeley,CA,Sunday,37.862777,-122.276571,2017-12-17 13:45:00,3
3112,17055501,ARSON,ARSON,600 CEDAR ST,Berkeley,CA,Thursday,37.873089,-122.304616,2017-09-14 23:00:00,5
3113,17047851,ROBBERY,ROBBERY,3100 KING ST,Berkeley,CA,Tuesday,37.851928,-122.274017,2017-08-15 09:10:00,3
3117,17073647,THEFT FELONY (OVER $950),LARCENY,700 HEINZ AVE,Berkeley,CA,Monday,37.852946,-122.294515,2017-12-04 03:20:00,3
3119,17056171,THEFT FELONY (OVER $950),LARCENY,1300 SPRUCE ST,Berkeley,CA,Thursday,37.883979,-122.266324,2017-08-17 08:00:00,3
3124,17067885,DISTURBANCE,DISORDERLY CONDUCT,2000 KITTREDGE ST,Berkeley,CA,Tuesday,37.868204,-122.270054,2017-11-07 18:09:00,3
3128,17071443,DISTURBANCE,DISORDERLY CONDUCT,2300 DURANT AVE,Berkeley,CA,Thursday,37.867259,-122.26324,2017-11-23 22:11:00,3
3129,17049831,ROBBERY,ROBBERY,2500 SACRAMENTO ST,Berkeley,CA,Wednesday,37.862085,-122.281175,2017-08-23 12:30:00,3
3130,17076815,ASSAULT/BATTERY MISD.,ASSAULT,SACRAMENTO STREET & OREGON ST,Berkeley,CA,Tuesday,37.856048,-122.279543,2017-12-19 13:15:00,4
3131,18003366,ASSAULT/BATTERY MISD.,ASSAULT,2000 OREGON ST,Berkeley,CA,Wednesday,37.857409,-122.268473,2018-01-17 13:27:00,4
3137,17091771,THEFT FELONY (OVER $950),LARCENY,2000 CENTER ST,Berkeley,CA,Wednesday,37.869973,-122.270557,2017-08-30 08:50:00,3
3141,18000012,ASSAULT/BATTERY MISD.,ASSAULT,500 ARLINGTON AVE,Berkeley,CA,Monday,37.901384,-122.276783,2018-01-01 00:48:00,4
